,0,1,2,3,4,5,6,7,8
32,over_utilised_agricultural_area,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_participation_in_education_and_training,,,,,
33,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,,
34,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,,
35,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,,,,,
36,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,,,,,
37,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,,
38,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_pop_density,,,,,
39,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,,
40,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,,
41,over_deaths,not_over_compensation_of_employees_by_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,,
42,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_unemployment_rate_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,,
43,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_participation_in_education_and_training,,,,,
44,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,,
45,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,,
46,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_unemployment_rate_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,,
47,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_participation_in_education_and_training,,,,,
48,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,,
49,over_population_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,,,,,
50,over_population_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,,,,,
51,over_population_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,,
52,over_population_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,,
53,over_population_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,,
54,over_population_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_unemployment_rate_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,,
55,over_population_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_unemployment_rate_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,,
56,over_utilised_agricultural_area,over_hospital_discharges_resp_diseases_j00_to_j99_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_pop_density,not_over_participation_in_education_and_training,,,,
57,over_utilised_agricultural_area,over_hospital_discharges_resp_diseases_j00_to_j99_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_pop_density,,,,
58,over_utilised_agricultural_area,over_hospital_discharges_resp_diseases_j00_to_j99_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_unemployment_rate_nuts2,not_over_participation_in_education_and_training,,,,
59,over_utilised_agricultural_area,over_hospital_discharges_resp_diseases_j00_to_j99_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_unemployment_rate_nuts2,,,,
60,over_utilised_agricultural_area,over_hospital_discharges_resp_diseases_j00_to_j99_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_participation_in_education_and_training,,,,
61,over_hospital_discharges_resp_diseases_j00_to_j99_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_unemployment_rate_nuts2,,,,
62,over_hospital_discharges_resp_diseases_j00_to_j99_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_pop_density,not_over_participation_in_education_and_training,,,,
63,over_hospital_discharges_resp_diseases_j00_to_j99_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_unemployment_rate_nuts2,not_over_participation_in_education_and_training,,,,
64,over_utilised_agricultural_area,over_farm_labour_force,over_deaths,not_over_life_expectancy,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
65,over_utilised_agricultural_area,over_population_nuts2,over_farm_labour_force,not_over_life_expectancy,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
66,over_utilised_agricultural_area,over_farm_labour_force,not_over_early_leavers_from_education_and_training_by_sex_percentage_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_pop_density,,,,
67,over_utilised_agricultural_area,over_farm_labour_force,not_over_life_expectancy,not_over_early_leavers_from_education_and_training_by_sex_percentage_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
68,over_population_nuts2,over_farm_labour_force,over_deaths,not_over_compensation_of_employees_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
69,over_population_nuts2,over_farm_labour_force,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
70,over_farm_labour_force,over_deaths,not_over_compensation_of_employees_by_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
71,over_farm_labour_force,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
72,over_farm_labour_force,over_deaths,not_over_compensation_of_employees_by_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,,,,
73,over_farm_labour_force,over_deaths,not_over_compensation_of_employees_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_participation_in_education_and_training,,,,
74,over_farm_labour_force,over_deaths,not_over_compensation_of_employees_by_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
75,over_farm_labour_force,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_participation_in_education_and_training,,,,
76,over_population_nuts2,over_farm_labour_force,not_over_compensation_of_employees_by_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
77,over_population_nuts2,over_farm_labour_force,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
78,over_population_nuts2,over_farm_labour_force,not_over_compensation_of_employees_by_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,,,,
79,over_population_nuts2,over_farm_labour_force,not_over_compensation_of_employees_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_participation_in_education_and_training,,,,
80,over_population_nuts2,over_farm_labour_force,not_over_compensation_of_employees_by_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
81,over_population_nuts2,over_farm_labour_force,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_participation_in_education_and_training,,,,
82,over_farm_labour_force,not_over_compensation_of_employees_by_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_participation_in_education_and_training,,,,
83,over_farm_labour_force,not_over_compensation_of_employees_by_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
84,over_farm_labour_force,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_participation_in_education_and_training,,,,
85,over_farm_labour_force,not_over_compensation_of_employees_by_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_participation_in_education_and_training,,,,
86,over_farm_labour_force,not_over_compensation_of_employees_by_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_unemployment_rate_nuts2,not_over_participation_in_education_and_training,,,,
87,over_farm_labour_force,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_nama_10r_2gdp,not_over_unemployment_rate_nuts2,not_over_participation_in_education_and_training,,,,
88,over_utilised_agricultural_area,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,,,,
89,over_utilised_agricultural_area,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
90,over_utilised_agricultural_area,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_pop_density,,,,
91,over_utilised_agricultural_area,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
92,over_utilised_agricultural_area,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_unemployment_rate_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
93,over_utilised_agricultural_area,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_participation_in_education_and_training,,,,
94,over_utilised_agricultural_area,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
95,over_utilised_agricultural_area,over_population_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_pop_density,,,,
96,over_utilised_agricultural_area,over_population_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
97,over_utilised_agricultural_area,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,not_over_participation_in_education_and_training,,,,
98,over_utilised_agricultural_area,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
99,over_utilised_agricultural_area,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_participation_in_education_and_training,,,,
100,over_utilised_agricultural_area,not_over_employment_thousand_hours_worked_nuts2,not_over_early_leavers_from_education_and_training_by_sex_percentage_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_pop_density,,,,
101,over_utilised_agricultural_area,not_over_employment_thousand_hours_worked_nuts2,not_over_life_expectancy,not_over_early_leavers_from_education_and_training_by_sex_percentage_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
102,over_utilised_agricultural_area,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_pop_density,not_over_participation_in_education_and_training,,,,
103,over_utilised_agricultural_area,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_unemployment_rate_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
104,over_utilised_agricultural_area,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_participation_in_education_and_training,,,,
105,over_utilised_agricultural_area,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
106,over_utilised_agricultural_area,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_unemployment_rate_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_participation_in_education_and_training,,,,
107,over_utilised_agricultural_area,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_participation_in_education_and_training,,,,
108,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,,,,
109,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,,,,
110,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
111,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_pop_density,,,,
112,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
113,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
114,over_population_nuts2,over_deaths,not_over_compensation_of_employees_by_nuts2,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
115,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_unemployment_rate_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
116,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_participation_in_education_and_training,,,,
117,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,,,,
118,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_causes_of_death_crude_death_rate_3year_average_by_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
119,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_unemployment_rate_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
120,over_population_nuts2,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_life_expectancy,not_over_longterm_care_beds_per_hundred_thousand_nuts2,,,,
121,over_deaths,not_over_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_over_young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2,not_over_longterm_care_beds_per_hundred_thousand_nuts2,not_over_pop_density,,,,
